Description,GTINShipDate,Quantity
40lb No 1 - TFM,8/25/2017,1
40lb 90ct,8/25/2017,1
18kg (300-450g),8/25/2017,1
6kg (300-450g)L1,8/25/2017,1
500kg Class 2,8/25/2017,1
"55"" Bin Giant",8/25/2017,1
18kg (150-300g),8/25/2017,1
18kg (100-150g),8/25/2017,1
40lb No 1,8/28/2017,1
HP StkHse (12-16oz),8/28/2017,1
"55"" Bin Giant",8/28/2017,1
40lb 90ct,8/28/2017,1
40lb Marble Mix,8/28/2017,1
40lb 65ct,8/28/2017,1
40lb Spc-Purple,8/28/2017,1
40lb Bonita (White),8/28/2017,1
12/3lb Bags,8/28/2017,1
40lb 50ct,8/28/2017,1
Micro 20lb 30ct,8/28/2017,1
40lb 55ct,8/28/2017,1
40lb 45ct,8/28/2017,1
40lb 75ct,8/28/2017,1
"55"" Bin Giant",8/29/2017,1
"Murasaki(1.5""-3.5"") Plastic",8/29/2017,1
500kg (300-800g),8/29/2017,1
40lb 45ct,8/29/2017,1
500kg (150-300g),8/29/2017,1
500kg Spc-Purple Mix,8/29/2017,1
500kg (300-800g),8/30/2017,1
500kg Giant,8/30/2017,1
500kg (150-300g),8/30/2017,1
6kg (450-600g)L2,8/30/2017,1
40lb No 1 - TFM,8/30/2017,1
40lb 90ct,8/30/2017,1
"55"" Bin Giant",8/30/2017,1
6kg (300-450g)L1,8/30/2017,1
18kg (600-800g),8/30/2017,1
40lb 55ct,8/30/2017,1
Micro - 6Kg (24ct),8/30/2017,1
40lb 65ct,8/30/2017,1
20lb Spec - Bonita No 1,8/30/2017,1
40lb Fingerling,8/30/2017,1
Tray Pack - 4 pk 12 ct,8/30/2017,1
40lb 45ct,8/30/2017,1
Plastic Bulk Giants,8/30/2017,1
40lb 75ct,8/31/2017,1
40lb 65ct,8/31/2017,1
40lb 33ct,8/31/2017,1
500kg Giant,8/31/2017,1
6kg Spec-Purple,8/31/2017,1
40lb 55ct,8/31/2017,1
Unused,8/31/2017,1
500kg (150-300g),8/31/2017,1
18kg (600-800g),8/31/2017,1
40lb 45ct,8/31/2017,1
40lb Bonita (White),8/31/2017,1
18kg (100-150g),8/31/2017,1
12/3lb Bags,8/31/2017,1
Pickouts - Plastic,8/31/2017,1
40lb Spc-Purple,8/31/2017,1
40lb 50ct,8/31/2017,1
40lb 90ct,8/31/2017,1
500kg (300-800g),8/31/2017,1
500kg (300-450g),8/31/2017,1
500kg Class 2,8/31/2017,1
"55"" Bin Giant",8/31/2017,1
40lb 65ct,9/1/2017,1
40lb 90ct,9/1/2017,1
"55"" Bin Giant",9/1/2017,1
40lb 33ct,9/1/2017,1
40lb 45ct,9/1/2017,1
40lb Spec-Burgundy,9/1/2017,1
Micro - 6Kg (24ct),9/1/2017,1
40lb Marble Mix,9/1/2017,1
40lb Spc-Purple,9/1/2017,1
40lb Fingerling,9/1/2017,1
40lb Bonita (White),9/1/2017,1
40lb 90ct,9/2/2017,1
18kg (150-300g),9/4/2017,1
40lb 65ct,9/4/2017,1
Micro 20lb 30ct,9/4/2017,1
40lb 55ct,9/4/2017,1
"55"" Bin Giant",9/4/2017,1
40lb Medium,9/4/2017,1
40lb 50ct,9/4/2017,1
40lb 90ct,9/4/2017,1
12/3lb Bags,9/4/2017,1
500kg (300-800g),9/4/2017,1
40lb Bonita (White),9/4/2017,1
18kg (100-150g),9/4/2017,1
"55"" Bin Giant",9/5/2017,1
40lb 90ct,9/5/2017,1
500kg (300-800g),9/5/2017,1
40lb 50ct,9/5/2017,1
18kg (150-300g),9/5/2017,1
6kg (450-600g)L2,9/5/2017,1
20lb Spec - Bonita No 1,9/6/2017,1
Micro - 6Kg (24ct),9/6/2017,1
40lb 55ct,9/6/2017,1
500kg (300-800g),9/6/2017,1
18kg (150-300g),9/6/2017,1
500kg (150-300g),9/6/2017,1
Tray Pack - 4 pk 12 ct,9/6/2017,1
40lb 50ct,9/6/2017,1
18kg (600-800g),9/6/2017,1
40lb 65ct,9/7/2017,1
40lb No 2,9/7/2017,1
40lb 33ct,9/7/2017,1
40lb 110ct,9/7/2017,1
500kg (220g-260g),9/7/2017,1
40lb 75ct,9/7/2017,1
Tray Pack - 4 pk 12 ct,9/7/2017,1
500kg Class 2,9/7/2017,1
HP StkHse (12-16oz),9/7/2017,1
40lb 55ct,9/7/2017,1
"55"" Bin Giant",9/7/2017,1
6kg (450-600g)L2,9/7/2017,1
18kg (100-150g),9/7/2017,1
500kg (300-800g),9/7/2017,1
12/3lb Bags,9/7/2017,1
40lb 90ct,9/7/2017,1
40lb 50ct,9/7/2017,1
40lb 50ct,9/8/2017,1
40lb 90ct,9/8/2017,1
8/3lb Bags,9/8/2017,1
500kg (150-300g),9/8/2017,1
40lb No 2,9/8/2017,1
40lb 45ct,9/8/2017,1
6kg (600-800g),9/8/2017,1
500kg (300-800g),9/8/2017,1
40lb 65ct,9/8/2017,1
40lb Spc-Purple,9/8/2017,1
500kg Class 2,9/8/2017,1
"55"" Bin Giant",9/8/2017,1
500kg Giant,9/8/2017,1
500kg (100-150g),9/8/2017,1
40lb 75ct,9/11/2017,1
40lb Marble Mix,9/11/2017,1
40lb No 2,9/11/2017,1
40lb Fingerling,9/11/2017,1
12/3lb Bags,9/11/2017,1
40lb 65ct,9/11/2017,1
40lb Spc-Purple,9/11/2017,1
40lb No 1,9/11/2017,1
Plastic Bulk Giants,9/11/2017,1
18kg (150-300g),9/11/2017,1
40lb 90ct,9/11/2017,1
40lb 45ct,9/11/2017,1
40lb 55ct,9/11/2017,1
"55"" Bin Giant",9/12/2017,1
40lb 75ct,9/12/2017,1
500kg Giant,9/12/2017,1
40lb 65ct,9/12/2017,1
40lb 55ct,9/12/2017,1
500kg (300-800g),9/12/2017,1
500kg (150-300g),9/12/2017,1
6kg (300-450g)L1,9/12/2017,1
18kg (100-150g),9/12/2017,1
40lb 90ct,9/12/2017,1
40lb Medium,9/12/2017,1
Tray Pack - 4 pk 12 ct,9/13/2017,1
500kg (150-300g),9/13/2017,1
500kg Class 2,9/13/2017,1
500kg Giant,9/13/2017,1
40lb 38-40ct - CV,9/13/2017,1
18kg (600-800g),9/13/2017,1
"55"" Bin Giant",9/13/2017,1
Micro - 6Kg (24ct),9/13/2017,1
40lb 55ct,9/13/2017,1
6kg (450-600g)L2,9/13/2017,1
500kg (300-800g),9/13/2017,1
40lb 45ct,9/13/2017,1
40lb 90ct,9/13/2017,1
500kg (150-300g),9/14/2017,1
40lb Fingerling,9/14/2017,1
40lb 75ct,9/14/2017,1
500kg (300-800g),9/14/2017,1
40lb 45ct,9/14/2017,1
12/3lb Bags,9/14/2017,1
500kg (600-800g),9/14/2017,1
"55"" Bin Giant",9/14/2017,1
500kg Class 2,9/14/2017,1
40lb 55ct,9/14/2017,1
40lb 65ct,9/14/2017,1
40lb 50ct,9/14/2017,1
40lb 90ct,9/14/2017,1
18kg (150-300g),9/15/2017,1
10lb #1,9/15/2017,1
40lb 50ct,9/15/2017,1
6kg (450-600g)L2,9/15/2017,1
40lb 55ct,9/15/2017,1
"55"" Bin Giant",9/15/2017,1
40lb 90ct,9/15/2017,1
500kg Giant,9/15/2017,1
500kg Class 2,9/15/2017,1
500kg (600-800g),9/15/2017,1
40lb Spec-Burgundy,9/15/2017,1
18kg (600-800g),9/15/2017,1
6kg (300-450g)L1,9/15/2017,1
500kg (150-300g),9/15/2017,1
Pickouts - Plastic,9/15/2017,1
40lb Murasaki Med,9/16/2017,1
40lb 40-50ct - CV,9/16/2017,1
40lb 38-40ct - CV,9/16/2017,1
40lb 55ct,9/16/2017,1
40lb No 1 - TFM,9/18/2017,1
"55"" Bin Giant",9/18/2017,1
40lb 50ct,9/18/2017,1
Tray Pack - 4 pk 12 ct,9/18/2017,1
40lb Bonita (White),9/18/2017,1
40lb 55ct,9/18/2017,1
20lb Spec - Bonita No 1,9/18/2017,1
40lb Fingerling,9/18/2017,1
40lb 45ct,9/18/2017,1
40lb 75ct,9/18/2017,1
12/3lb Bags,9/18/2017,1
40lb 90ct,9/18/2017,1
40lb No 1,9/18/2017,1
40lb 70ct,9/18/2017,1
40lb 65ct,9/18/2017,1
40lb Spc-Purple,9/18/2017,1
40lb 38-40ct,9/19/2017,1
40lb 90ct,9/19/2017,1
"55"" Bin Giant",9/19/2017,1
40lb 70ct,9/19/2017,1
40lb 50ct,9/19/2017,1
40lb 55ct,9/19/2017,1
12/3lb Bags,9/19/2017,1
40lb No 1 - TFM,9/19/2017,1
40lb 45ct,9/19/2017,1
Micro 20lb 30ct,9/19/2017,1
10lb #1,9/19/2017,1
500kg (150-300g),9/19/2017,1
Micro - 6Kg (24ct),9/19/2017,1
40lb 90ct,9/20/2017,1
500kg (150-300g),9/20/2017,1
"55"" Bin Giant",9/20/2017,1
40lb 38-40ct - CV,9/20/2017,1
500kg Giant,9/20/2017,1
40lb 45ct,9/20/2017,1
40lb Spc-Purple,9/20/2017,1
40lb Bonita (White),9/20/2017,1
40lb 70ct,9/20/2017,1
40lb 55ct,9/20/2017,1
8/3lb Bags,9/20/2017,1
40lb 90ct,9/21/2017,1
40lb 75ct,9/21/2017,1
"55"" Bin Giant",9/21/2017,1
Pickouts - Plastic,9/21/2017,1
40lb 50ct,9/21/2017,1
40lb 55ct,9/21/2017,1
500kg (600-800g),9/21/2017,1
40lb 70ct,9/21/2017,1
40lb 65ct,9/21/2017,1
500kg (300-800g),9/21/2017,1
12/3lb Bags,9/21/2017,1
40lb 45ct,9/21/2017,1
500kg Giant,9/22/2017,1
500kg Spc-Purple Mix,9/22/2017,1
40lb 90ct,9/22/2017,1
"55"" Bin Giant",9/22/2017,1
Pickouts - Plastic,9/22/2017,1
500kg (150-300g),9/22/2017,1
40lb 55ct,9/22/2017,1
500kg Class 2,9/22/2017,1
18kg (150-300g),9/22/2017,1
40lb Bonita (White),9/22/2017,1
500kg (600-800g),9/22/2017,1
40lb 65ct,9/22/2017,1
10lb #1,9/22/2017,1
"55"" Bin Giant",9/23/2017,1
40lb 65ct,9/25/2017,1
"55"" Bin Giant",9/25/2017,1
40lb 55ct,9/25/2017,1
40lb 33ct,9/25/2017,1
40lb 75ct,9/25/2017,1
40lb 45ct,9/25/2017,1
40lb 70ct,9/25/2017,1
40lb 50ct,9/25/2017,1
40lb Spc-Purple,9/25/2017,1
40lb 90ct,9/25/2017,1
12/3lb Bags,9/25/2017,1
40lb 45ct,9/26/2017,1
40lb Medium,9/26/2017,1
Micro 20lb 30ct,9/27/2017,1
20lb Spec - Bonita No 1,9/27/2017,1
40lb 38-40ct,9/27/2017,1
"55"" Bin Giant",9/27/2017,1
40lb 33ct,9/27/2017,1
40lb Spc-Purple,9/27/2017,1
20lb No.1 (20ct),9/27/2017,1
40lb 90ct,9/27/2017,1
Tray Pack - 4 pk 12 ct,9/27/2017,1
12/3lb Bags,9/27/2017,1
Micro - 6Kg (24ct),9/27/2017,1
40lb 45ct,9/27/2017,1
40lb 75ct,9/28/2017,1
40lb No 2,9/28/2017,1
"55"" Bin Giant",9/28/2017,1
40lb Spc-Purple,9/28/2017,1
HP StkHse (12-16oz),9/28/2017,1
40lb 65ct Sysco/FP,9/28/2017,1
12/3lb Bags,9/28/2017,1
40lb 50ct,9/28/2017,1
40lb 45ct,9/28/2017,1
40lb 33ct,9/28/2017,1
40lb 55ct,9/29/2017,1
40lb 75ct,9/29/2017,1
40lb 65ct,9/29/2017,1
40lb No 2,9/29/2017,1
40lb 90ct,9/29/2017,1
40lb Marble Mix,9/29/2017,1
40lb Bonita (White),10/2/2017,1
40lb 75ct,10/2/2017,1
40lb Fingerling,10/2/2017,1
40lb No 2,10/2/2017,1
40lb 50ct,10/2/2017,1
"55"" Bin Giant",10/2/2017,1
40lb 55ct,10/2/2017,1
20lb Fingerling,10/2/2017,1
40lb 65ct,10/2/2017,1
40lb 70-80ct - CV,10/2/2017,1
500kg (220g-260g),10/2/2017,1
40lb 45ct,10/2/2017,1
40lb 90ct,10/2/2017,1
18kg (100-150g),10/2/2017,1
6kg (450-600g)L2,10/2/2017,1
12/3lb Bags,10/2/2017,1
500kg (150-300g),10/2/2017,1
500kg (300-800g),10/2/2017,1
40lb 45ct,10/3/2017,1
"55"" Bin Giant",10/3/2017,1
40lb 38-40ct,10/3/2017,1
18kg (600-800g),10/3/2017,1
40lb Spec-Murasaki Mix,10/3/2017,1
Micro 20lb 30ct,10/3/2017,1
40lb 70-80ct - CV,10/3/2017,1
40lb 75ct,10/3/2017,1
500kg (150-300g),10/3/2017,1
40lb Fingerling,10/4/2017,1
Tray Pack - 4 pk 12 ct,10/4/2017,1
Micro - 6Kg (24ct),10/4/2017,1
"55"" Bin Giant",10/4/2017,1
40lb Jumbo,10/4/2017,1
40lb 33ct,10/4/2017,1
20lb No.1 (20ct),10/4/2017,1
40lb 45ct,10/4/2017,1
40lb 90ct,10/4/2017,1
40lb 50ct,10/4/2017,1
12/3lb Bags,10/4/2017,1
40lb 55ct,10/4/2017,1
6kg Spec-Bonita,10/5/2017,1
500kg Giant,10/5/2017,1
40lb Medium,10/5/2017,1
40lb 65ct,10/5/2017,1
20lb Spec - Bonita No 1,10/5/2017,1
500kg Class 2,10/5/2017,1
Pickouts - Plastic,10/5/2017,1
Micro - 6Kg (24ct),10/5/2017,1
40lb 100ct,10/5/2017,1
40lb 25-28ct - CV,10/5/2017,1
40lb Spc-Purple,10/5/2017,1
40lb No 1,10/5/2017,1
40lb No 2,10/5/2017,1
40lb 70-80ct - CV,10/5/2017,1
40lb Fingerling,10/5/2017,1
"36""Pickouts(2.5""-4.5"")",10/5/2017,1
40lb 45ct,10/5/2017,1
"55"" Bin Giant",10/5/2017,1
Unused,10/5/2017,1
18kg (100-150g),10/5/2017,1
500kg Bonita Sm/Med,10/5/2017,1
40lb 65ct Sysco/FP,10/5/2017,1
20lb No.1 (20ct),10/5/2017,1
Micro 20lb 30ct,10/5/2017,1
6kg (600-800g),10/5/2017,1
500kg (100-150g),10/5/2017,1
500kg Spc-Purple Mix,10/5/2017,1
500kg (220g-260g),10/5/2017,1
6kg (300-450g)L1,10/5/2017,1
HP StkHse (12-16oz),10/5/2017,1
500kg (300-450g),10/5/2017,1
40lb 75ct,10/5/2017,1
40lb 33ct,10/5/2017,1
8/3lb Bags,10/5/2017,1
40lb 38-40ct,10/5/2017,1
500kg (300-800g),10/5/2017,1
500kg (150-300g),10/5/2017,1
500kg Field Run,10/5/2017,1
40lb 55ct,10/5/2017,1
40lb 65-85ct,10/5/2017,1
40lb Spec-Murasaki Mix,10/5/2017,1
6kg (450-600g)L2,10/5/2017,1
40lb Jumbo,10/5/2017,1
40lb Spec-Burgundy,10/5/2017,1
40lb 50ct,10/5/2017,1
40lb Bonita JBO,10/5/2017,1
40lb 70ct,10/5/2017,1
12/3lb Bags,10/5/2017,1
40lb Bonita (White),10/5/2017,1
12ct Steam Bags,10/5/2017,1
40lb 110ct,10/5/2017,1
40lb Marble Mix,10/5/2017,1
40lb Organic,10/5/2017,1
40lb 90ct,10/5/2017,1
Tray Pack - 4 pk 12 ct,10/5/2017,1
18kg (150-300g),10/5/2017,1
40lb 38-40ct - CV,10/5/2017,1
6kg Spec-Purple,10/5/2017,1
40lb No 1 - TFM,10/5/2017,1
40lb 40-50ct - CV,10/5/2017,1
500kg (600-800g),10/5/2017,1
18kg (600-800g),10/5/2017,1
40lb Spec-Carolina Ruby,10/5/2017,1
18kg (220-260g),10/5/2017,1
500kg Giant,10/6/2017,1
Micro 20lb 34ct FL,10/6/2017,1
500kg (220g-260g),10/6/2017,1
Plastic Bulk Giants,10/6/2017,1
500kg Class 2,10/6/2017,1
500kg (100-150g),10/6/2017,1
40lb 35ct Sysco/FP,10/6/2017,1
500kg Class 2,10/7/2017,1
40lb Spc-Purple,10/7/2017,1
40lb 90ct,10/7/2017,1
40lb 45ct,10/7/2017,1
40lb Fingerling,10/7/2017,1
40lb Medium,10/9/2017,1
40lb 65ct,10/9/2017,1
40lb #2 Sysco/FP,10/9/2017,1
40lb 75ct,10/9/2017,1
Micro 20lb 34ct FL,10/9/2017,1
40lb 55ct,10/9/2017,1
12/3lb Bags,10/9/2017,1
40lb Bonita (White),10/9/2017,1
40lb No 2,10/9/2017,1
40lb Fingerling,10/9/2017,1
40lb 35ct Sysco/FP,10/9/2017,1
20lb Fingerling,10/9/2017,1
40lb 90ct,10/9/2017,1
40lb Marble Mix,10/9/2017,1
40lb 45ct,10/9/2017,1
40lb 35ct Sysco/FP,10/10/2017,1
40lb 90ct,10/10/2017,1
40lb 35ct Sysco/FP,10/11/2017,1
18kg (600-800g),10/11/2017,1
"55"" Bin Giant",10/11/2017,1
Micro 20lb 30ct,10/11/2017,1
Micro - 6Kg (24ct),10/11/2017,1
40lb 45ct,10/11/2017,1
20lb Spec - Bonita No 1,10/11/2017,1
500kg (300-800g),10/11/2017,1
40lb 90ct,10/11/2017,1
12/3lb Bags,10/11/2017,1
40lb Jumbo,10/11/2017,1
500kg Class 2,10/11/2017,1
40lb 38-40ct,10/11/2017,1
40lb Spc-Purple,10/11/2017,1
500kg (150-300g),10/11/2017,1
8/3lb Bags,10/11/2017,1
40lb Fingerling,10/12/2017,1
40lb 35ct Sysco/FP,10/12/2017,1
40lb #2 Sysco/FP,10/12/2017,1
40lb 45ct,10/12/2017,1
500kg Class 2,10/12/2017,1
12/3lb Bags,10/12/2017,1
40lb 55ct Sysco/FP,10/12/2017,1
"55"" Bin Giant",10/12/2017,1
40lb 55ct,10/12/2017,1
40lb Jumbo,10/12/2017,1
40lb 38-40ct,10/12/2017,1
40lb 75ct Sysco/FP,10/12/2017,1
40lb 50ct,10/13/2017,1
Micro 20lb 34ct FL,10/13/2017,1
Plastic Bulk Giants,10/13/2017,1
40lb 35ct Sysco/FP,10/13/2017,1
"55"" Bin Giant",10/13/2017,1
40lb 55ct,10/13/2017,1
40lb Fingerling,10/13/2017,1
40lb 45ct,10/13/2017,1
40lb 75ct Sysco/FP,10/16/2017,1
8/3lb Bags,10/16/2017,1
HP StkHse (12-16oz),10/16/2017,1
40lb Spc-Purple,10/16/2017,1
40lb Bonita (White),10/16/2017,1
12/3lb Bags,10/16/2017,1
40lb Jmbo Sysco/FP,10/16/2017,1
40lb 45ct,10/16/2017,1
500kg (300-800g),10/16/2017,1
40lb 90ct,10/16/2017,1
40lb 50ct,10/16/2017,1
40lb Medium,10/16/2017,1
"55"" Bin Giant",10/16/2017,1
40lb 55ct,10/16/2017,1
40lb Marble Mix,10/16/2017,1
"55"" Bin Giant",10/17/2017,1
40lb 75ct,10/17/2017,1
40lb 55ct,10/17/2017,1
40lb Jumbo,10/18/2017,1
8/3lb Bags,10/18/2017,1
40lb 45ct,10/18/2017,1
20lb No.1 (20ct),10/18/2017,1
12/3lb Bags,10/18/2017,1
Tray Pack - 4 pk 12 ct,10/18/2017,1
40lb 55ct,10/18/2017,1
"55"" Bin Giant",10/18/2017,1
20lb Spec - Bonita No 1,10/18/2017,1
40lb 90ct,10/18/2017,1
40lb Bonita (White),10/18/2017,1
40lb 50ct,10/18/2017,1
Micro - 6Kg (24ct),10/18/2017,1
40lb No 1,10/18/2017,1
40lb 65ct Sysco/FP,10/18/2017,1
40lb 110ct,10/19/2017,1
Micro 20lb 34ct FL,10/19/2017,1
12/3lb Bags,10/19/2017,1
40lb 50ct,10/19/2017,1
40lb #2 Sysco/FP,10/19/2017,1
40lb 45ct,10/19/2017,1
40lb 55ct,10/19/2017,1
40lb Fingerling,10/19/2017,1
Plastic Bin Purple,10/20/2017,1
40lb Spc-Purple,10/20/2017,1
40lb 55ct,10/20/2017,1
"55"" Bin Giant",10/20/2017,1
40lb 45ct Sysco/FP,10/23/2017,1
40lb Medium,10/23/2017,1
40lb 90ct,10/23/2017,1
40lb Spc-Purple,10/23/2017,1
40lb 55ct Sysco/FP,10/23/2017,1
12/3lb Bags,10/23/2017,1
18kg (100-150g),10/23/2017,1
40lb Marble Mix,10/23/2017,1
40lb 65ct Sysco/FP,10/23/2017,1
40lb Fingerling,10/23/2017,1
40lb Bonita (White),10/23/2017,1
8/3lb Bags,10/23/2017,1
"55"" Bin Giant",10/23/2017,1
40lb 45ct,10/23/2017,1
40lb 55ct,10/23/2017,1
20lb Fingerling,10/23/2017,1
Micro 20lb 30ct,10/24/2017,1
40lb Spc-Purple,10/24/2017,1
20lb No.1 (20ct),10/24/2017,1
40lb 45ct Sysco/FP,10/24/2017,1
40lb Jumbo,10/24/2017,1
40lb 55ct,10/24/2017,1
"55"" Bin Giant",10/24/2017,1
40lb 38-40ct,10/24/2017,1
40lb 90ct,10/24/2017,1
40lb 90ct,10/25/2017,1
SHP Bin - Mix,10/25/2017,1
40lb 55ct,10/25/2017,1
"55"" Bin Giant",10/25/2017,1
20lb No.1 (20ct),10/25/2017,1
500kg (150-300g),10/25/2017,1
40lb 25-28ct - CV,10/25/2017,1
20lb Spec - Bonita No 1,10/25/2017,1
Micro - 6Kg (24ct),10/25/2017,1
Micro 20lb 34ct FL,10/25/2017,1
Tray Pack - 4 pk 12 ct,10/25/2017,1
40lb 45ct,10/25/2017,1
"36""Pickouts(2.5""-4.5"")",10/26/2017,1
40lb 110ct,10/26/2017,1
500kg (150-300g),10/26/2017,1
6kg (300-450g)L1,10/26/2017,1
40lb 55ct Sysco/FP,10/26/2017,1
40lb 38-40ct,10/26/2017,1
40lb 50ct,10/26/2017,1
500kg Class 2,10/26/2017,1
40lb 75ct Sysco/FP,10/26/2017,1
"55"" Bin Giant",10/26/2017,1
40lb Jumbo,10/26/2017,1
500kg Spc - Purple ,10/26/2017,1
6kg (450-600g)L2,10/26/2017,1
40lb Jmbo Sysco/FP,10/27/2017,1
40lb 50ct,10/27/2017,1
"55"" Bin Giant",10/27/2017,1
6kg Spec-Purple,10/27/2017,1
18kg (100-150g),10/27/2017,1
40lb 75ct Sysco/FP,10/27/2017,1
40lb 90ct,10/27/2017,1
500kg (150-300g),10/27/2017,1
40lb 45ct Sysco/FP,10/27/2017,1
40lb 55ct,10/27/2017,1
SHP Bin - Mix,10/27/2017,1
500kg Spc - Purple ,10/27/2017,1
6kg (450-600g)L2,10/27/2017,1
40lb 40-50ct - CV,10/27/2017,1
40lb 25-28ct - CV,10/27/2017,1
40lb 65ct Sysco/FP,10/28/2017,1
40lb 55ct Sysco/FP,10/28/2017,1
40lb Bonita (White),10/28/2017,1
40lb 35ct Sysco/FP,10/28/2017,1
40lb 45ct,10/28/2017,1
40lb Jmbo Sysco/FP,10/28/2017,1
Micro 20lb 34ct FL,10/28/2017,1
40lb Fingerling,10/28/2017,1
HP StkHse (12-16oz),10/28/2017,1
40lb Spc-Purple,10/28/2017,1
40lb 85-90ct Sy/FP,10/28/2017,1
40lb Marble Mix,10/28/2017,1
Plastic Bulk Giants,10/30/2017,1
500kg Spc - Purple ,10/30/2017,1
40lb 35ct Sysco/FP,10/30/2017,1
40lb Bonita (White),10/30/2017,1
40lb 55ct,10/30/2017,1
"55"" Bin Giant",10/30/2017,1
6kg Spec-Purple,10/30/2017,1
10lb #1,10/30/2017,1
40lb #2 Sysco/FP,10/30/2017,1
40lb 45ct,10/30/2017,1
40lb 80ct,10/30/2017,1
40lb 90ct,10/30/2017,1
HP StkHse (12-16oz),10/30/2017,1
40lb 45ct Sysco/FP,10/30/2017,1
40lb Jumbo,10/30/2017,1
Pickouts - Plastic,10/30/2017,1
40lb Jmbo Sysco/FP,10/30/2017,1
40lb Med Sysco/FP,10/30/2017,1
40lb No 1,10/30/2017,1
40lb 65ct Sysco/FP,10/30/2017,1
20lb Purple,10/31/2017,1
Plastic Bulk Giants,10/31/2017,1
40lb 45ct,10/31/2017,1
40lb 75ct Sysco/FP,10/31/2017,1
40lb Jumbo,10/31/2017,1
40lb 45ct Sysco/FP,10/31/2017,1
Micro 20lb 34ct FL,10/31/2017,1
"55"" Bin Giant",11/1/2017,1
40lb 85-90ct Sy/FP,11/1/2017,1
500kg (150-300g),11/1/2017,1
40lb #2 Sysco/FP,11/1/2017,1
20lb Purple,11/1/2017,1
SHP Bin - Medium,11/1/2017,1
40lb 75ct Sysco/FP,11/1/2017,1
40lb 25-28ct - CV,11/1/2017,1
40lb 45ct,11/1/2017,1
Tray Pack - 4 pk 12 ct,11/1/2017,1
40lb No 1,11/1/2017,1
20lb Spec - Bonita No 1,11/1/2017,1
40lb 90ct,11/1/2017,1
40lb 55ct,11/1/2017,1
SHP Bin - XL,11/1/2017,1
40lb 55ct Sysco/FP,11/2/2017,1
Micro 20lb 30ct,11/2/2017,1
"55"" Bin Giant",11/2/2017,1
40lb 38-40ct,11/2/2017,1
40lb 75ct Sysco/FP,11/2/2017,1
40lb 85-90ct Sy/FP,11/2/2017,1
40lb 50ct,11/2/2017,1
40lb Med Sysco/FP,11/2/2017,1
Plastic Bulk Giants,11/2/2017,1
Micro 20lb 34ct FL,11/2/2017,1
40lb 45ct,11/2/2017,1
HP StkHse (12-16oz),11/2/2017,1
SHP Bin - Medium,11/2/2017,1
SHP Bin - Small,11/2/2017,1
SHP Bin - XL,11/2/2017,1
40lb Bonita (White),11/2/2017,1
40lb Jmbo Sysco/FP,11/2/2017,1
40lb #2 Sysco/FP,11/2/2017,1
40lb 55ct,11/2/2017,1
40lb 40-50ct - CV,11/2/2017,1
6kg (450-600g)L2,11/2/2017,1
6kg (450-600g)L2,11/3/2017,1
SHP Bin - Small,11/3/2017,1
40lb 50ct,11/3/2017,1
6kg (300-450g)L1,11/3/2017,1
40lb No 1,11/3/2017,1
40lb 55ct Sysco/FP,11/3/2017,1
40lb 35ct Sysco/FP,11/3/2017,1
40lb 75ct Sysco/FP,11/3/2017,1
6kg Spec-Purple,11/3/2017,1
SHP - Giant,11/3/2017,1
SHP Bin - Medium,11/3/2017,1
18kg (100-150g),11/3/2017,1
500kg Spc - Purple ,11/3/2017,1
"55"" Bin Giant",11/3/2017,1
40lb Jmbo Sysco/FP,11/4/2017,1
40lb Spc-Purple,11/4/2017,1
40lb 40-50ct - CV,11/4/2017,1
40lb #2 Sysco/FP,11/4/2017,1
40lb Fingerling,11/4/2017,1
40lb 75ct Sysco/FP,11/4/2017,1
40lb 65ct Sysco/FP,11/4/2017,1
40lb 50ct,11/6/2017,1
40lb 40-50ct - CV,11/6/2017,1
"55"" Bin Giant",11/6/2017,1
Micro - 6Kg (24ct),11/6/2017,1
40lb 33ct,11/6/2017,1
40lb 45ct,11/6/2017,1
40lb 55ct Sysco/FP,11/6/2017,1
40lb 90ct,11/6/2017,1
40lb #2 Sysco/FP,11/6/2017,1
40lb Jmbo Sysco/FP,11/6/2017,1
40lb No 1,11/6/2017,1
Micro 20lb 34ct FL,11/6/2017,1
40lb Jmbo Sysco/FP,11/7/2017,1
500kg Class 2,11/7/2017,1
500kg Spc - Purple ,11/7/2017,1
SHP Bin - Medium,11/7/2017,1
12/3lb Bags,11/7/2017,1
6kg Spec-Purple,11/7/2017,1
18kg (100-150g),11/8/2017,1
40lb Jumbo,11/8/2017,1
Micro - 6Kg (24ct),11/8/2017,1
40lb 90ct,11/8/2017,1
40lb 38-40ct,11/8/2017,1
6kg (450-600g)L2,11/8/2017,1
18kg (150-300g),11/8/2017,1
500kg Spc - Purple ,11/8/2017,1
"55"" Bin Giant",11/8/2017,1
6kg Spec-Purple,11/8/2017,1
40lb Med Sysco/FP,11/8/2017,1
40lb Jmbo Sysco/FP,11/8/2017,1
40lb 45ct,11/8/2017,1
20lb Spec - Bonita No 1,11/8/2017,1
Plastic Bulk Giants,11/8/2017,1
Tray Pack - 4 pk 12 ct,11/8/2017,1
40lb No 1,11/8/2017,1
40lb 75ct Sysco/FP,11/8/2017,1
6kg (300-450g)L1,11/8/2017,1
40lb 55ct Sysco/FP,11/8/2017,1
40lb #2 Sysco/FP,11/8/2017,1
40lb 70ct,11/9/2017,1
